Date,User,Rig #,File,Ephys,Trans,Morph,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,Cell Health,Slice notes,"Location (x,y coordinates?)",extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,Nucleus sucked in?,Volume (uL),Notes,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Ephys protocol,Rheobase,Pipette size (MOhm),Vm,Breakin Ra,Ephys notes,aCSF date,Internal version,Takara RNAse inhibitor,Biocytin,Tube_ID,Well ID #,Lims tube id,Lims tube id,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA conc. <400 (pg/uL),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Res index pctl.,Total reads,mRNA reads,%mRNA,Genes detected,Biocytin Well,Barcode,Atlas Region,distance to edge,Plate,20x status,20x LIMS link,63x go no go,63x QC,Confidence,Bad dates,Notes,
170119,P2,5,Chat-IRES-Cre-neo;Ai14-294476.04.01.02,x,x,y,2nd Pipette,aCSF III,tdt+,13:29,14:23,3.68333333,V1,,83.5,Chat-IRES-Cre-neo;Ai14-294476.04.01,3,,,most medial,-80,,Outside-Out,,,1,,2.16666667,,12.3333333,,110,6.8,-67,24,,170118,AiV2,1.0 [concentrated stock],0.5,54,,P2S4_170119_054_A01,P2S4_170119_054_A01,PSM012317.40,,,351.1,,180,172,0.49,salvage,18,1376,pass,,,,,,,,,EPhys_170116_02_C04_M,BIOCYTIN_170124_02_C04,,,,,,qc,#REF!,,x,,
170119,P2,5,Chat-IRES-Cre-neo;Ai14-294476.04.02.01,x,x,q,2nd Pipette,aCSF III,tdt+,15:01,15:20,3.18333333,V1,,89.8,Chat-IRES-Cre-neo;Ai14-294476.04.02,3,,,,-100,,Outside-Out,,,1,Fluorescence in Pipette,2.13333333,,12.7666667,,80,6.5,-72,18.5,,170118,AiV2,1.0 [concentrated stock],0.5,55,EPhys_170116_02_C05_M,P2S4_170119_055_A01,P2S4_170119_055_A01,PSM012317.41,,,340.6,,90,250,0.73,salvage,18,2000,pass,,,,,,,,,EPhys_170116_02_C05_M,BIOCYTIN_170124_02_C05,,,,,,qc,#REF!,,x,,
170119,P0,5,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,56,NA,P0S4_170119_056_A01,P0S4_170119_056_A01,PSM012317.42,,,460.6,,189,272,0.59,CNT,18,2176,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170119,P0,5,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,P0S4_170119_057_A01,P0S4_170119_057_A01,PSM012317.43,,,90.3,,35,56,0.62,CNT,18,448,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170119,P0,,blank control,,,,,,,,16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,,P0S4_170119_995_A01,P0S4_170119_995_A01,PSM012317.44,,,38.4,,1,37,0.96,CNT,18,296,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170119,P0,,cortical tissue control,,,,,,,,11:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170119_996_A01,P0S4_170119_996_A01,PSM012317.45,,,292.5,,27,266,0.91,CNT,18,2128,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170119,P0,,cortical tissue control,,,,,,,,16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170119_997_A01,P0S4_170119_997_A01,PSM012317.46,,,293.6,,31,263,0.89,CNT,18,2104,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170119,P0,,internal control,,,,,,,,16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,998,,P0S4_170119_998_A01,P0S4_170119_998_A01,PSM012317.47,,,270.5,,51,220,0.81,CNT,18,1760,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170119,P0,,aCSF (slice carousel) control,,,,,,,,16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170119_999_A01,P0S4_170119_999_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P1,6,Chat-IRES-Cre-neo;Ai14-294475.03.01.01,x,,n,2nd Pipette,aCSF III,tdt+,10:27,10:37,0.7,V1,,55.6,Chat-IRES-Cre-neo;Ai14-294475.03.01,3,,,most lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.266666667,,12.5,,40,7.2,-76,19,,170119,AiV2,1.0 [concentrated stock],0.5,1,EPhys_170116_02_D01_M,P1S4_170120_001_A01,P1S4_170120_001_A01,PSM012617.03,,,120.5,,29,92,0.76,fail,18,736,fail,,,,,,,,,EPhys_170116_02_D01_M,BIOCYTIN_170124_02_D01,,,,,,qc,#REF!,,x,,
170120,P0,6,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,2,NA,P0S4_170120_002_A01,P0S4_170120_002_A01,PSM012617.04,,,203.5,,48,156,0.76,CNT,18,1248,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,6,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,P0S4_170120_003_A01,P0S4_170120_003_A01,PSM012617.05,,,169,,80,89,0.53,CNT,18,712,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P2,5,Chat-IRES-Cre-neo;Ai14-294475.03.02.01,x,x,q,2nd Pipette,aCSF III,tdt+,10:45,11:26,1.7,V1,,77.3,Chat-IRES-Cre-neo;Ai14-294475.03.02,4,,,lateral edge of V1,-80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.11666667,,11.6166667,,80,6.5,-73,22,,170119,AiV2,1.0 [concentrated stock],0.5,51,EPhys_170116_02_D03_M,P2S4_170120_051_A01,P2S4_170120_051_A01,PSM012617.06,,,302.8,,85,218,0.72,pass,18,1744,pass,,,,,,,,,EPhys_170116_02_D03_M,BIOCYTIN_170124_02_D03,,,,,,qc,#REF!,,x,,
170120,P2,5,Chat-IRES-Cre-neo;Ai14-294475.03.02.02,x,x,n,2nd Pipette,aCSF III,tdt+,10:45,11:51,1.76666667,V1,,72,Chat-IRES-Cre-neo;Ai14-294475.03.02,3,,,lateral to first cell,-100,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.1,,12.5833333,,40,7,-72,25,,170119,AiV2,1.0 [concentrated stock],0.5,52,,P2S4_170120_052_A01,P2S4_170120_052_A01,PSM012617.07,,,301.2,,89,213,0.71,pass,18,1704,pass,,,,,,,,,EPhys_170116_02_D03_M,BIOCYTIN_170124_02_D03,,,,,,qc,#REF!,,x,,
170120,P2,5,Chat-IRES-Cre-neo;Ai14-294475.04.02.01,?,x,n,2nd Pipette,aCSF III,tdt+,12:24,13:21,2.61666667,V1,,80,Chat-IRES-Cre-neo;Ai14-294475.04.02,2,,,most medial (only successful patch in slice),-120,,Outside-Out,,,1,Fluorescence in Pipette,2.1,,12.5,,220,7.8,-75,28,"Access Resistance Increased,Cell Depolarized",170119,AiV2,1.0 [concentrated stock],0.5,53,EPhys_170116_02_D04_M,P2S4_170120_053_A01,P2S4_170120_053_A01,PSM012617.08,,,363.5,,138,226,0.62,salvage,18,1808,pass,,,,,,,,,EPhys_170116_02_D04_M,BIOCYTIN_170124_02_D04,,,,,,qc,#REF!,,x,,
170120,P0,5,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,54,NA,P0S4_170120_054_A01,P0S4_170120_054_A01,PSM012617.09,,,558.1,,197,362,0.65,CNT,18,2896,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,5,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,P0S4_170120_055_A01,P0S4_170120_055_A01,PSM012617.10,,,51.3,,9,43,0.83,CNT,18,344,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P6,7,Chat-IRES-Cre-neo;Ai14-294475.02.02.01,x,,n,,Other,tdt+,11:00,11:08,1.8,Vis1,,36.7,Chat-IRES-Cre-neo;Ai14-294475.02.02,3,,,between 1st and 2nd harp strings,-80,,No-Seal,,,1,"Fluorescence in Pipette,Cell Dimmed",2.11666667,,9.76666667,,30,10.5,-67,12.6,"Patch/Cell Unstable,Rheobase Changed,Training/Practice",170119,AiV2,1.0 [concentrated stock],0.5,251,EPhys_170116_02_D02_M,P6S4_170120_251_A01,P6S4_170120_251_A01,PSM012617.11,,,83.4,,31,52,0.62,fail,18,416,fail,,,,,,,,,EPhys_170116_02_D02_M,BIOCYTIN_170124_02_D02,,,,,,qc,#REF!,,x,,
170120,P6,7,Chat-IRES-Cre-neo;Ai14-294475.02.01.01,?,,z,,Other,tdt-,13:44,14:06,3.9,TEa,,32,Chat-IRES-Cre-neo;Ai14-294475.02.01,2,,Focusing on getting good experiments,right of 2nd string,-90,,Outside-Out,,,1,,2.23333333,,9.75,,10,7.2,-72,11,Training/Practice,170119,AiV2,1.0 [concentrated stock],0.5,252,EPhys_170116_02_D05_M,P6S4_170120_252_A01,P6S4_170120_252_A01,PSM012617.12,,,154.9,,84,71,0.46,fail,18,568,fail,,,,,,,,,EPhys_170116_02_D05_M,,,,,,,,#REF!,,x,,
170120,P6,7,Chat-IRES-Cre-neo;Ai14-294475.02.01.02,x,,z,,Other,tdt-,13:44,14:55,0.55,TEa,,,Chat-IRES-Cre-neo;Ai14-294475.02.01,3,,Focusing on getting good experiments,right of 2nd string,-80,,Entire-Cell,,,1,,2.31666667,,12.2,,130,9,-62,12.3,"Cell Depolarized,Rheobase Changed,Training/Practice",170119,AiV2,1.0 [concentrated stock],0.5,253,,P6S4_170120_253_A01,P6S4_170120_253_A01,PSM012617.13,,,83.7,,16,68,0.81,fail,18,544,fail,,,,,,,,,EPhys_170116_02_D05_M,,,,,,,,#REF!,,x,,
170120,P6,7,Chat-IRES-Cre-neo;Ai14-294475.02.01.03,x,,z,,Other,tdt-,13:44,15:25,0.96666667,TEa,,25.3,Chat-IRES-Cre-neo;Ai14-294475.02.01,3,,Focusing on getting good experiments,"right of 2nd string, ventral of last cell",-75,,Outside-Out,,,1,,2.25,,8.91666667,,30,7.7,-62,8.9,,170119,AiV2,1.0 [concentrated stock],0.5,254,,P6S4_170120_254_A01,P6S4_170120_254_A01,PSM012617.14,,,68.8,,19,50,0.73,fail,18,400,fail,,,,,,,,,EPhys_170116_02_D05_M,,,,,,,,#REF!,,x,,
170120,P0,7,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,255,NA,P0S4_170120_255_A01,P0S4_170120_255_A01,PSM012617.15,,,222.9,,93,130,0.58,CNT,18,1040,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,7,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,P0S4_170120_256_A01,P0S4_170120_256_A01,PSM012617.16,,,98.3,,18,81,0.82,CNT,18,648,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,,blank control,,,,,,,,15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,,P0S4_170120_995_A01,P0S4_170120_995_A01,PSM012617.17,,,72.6,,18,55,0.75,CNT,18,440,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,,cortical tissue control,,,,,,,,10:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170120_996_A01,P0S4_170120_996_A01,PSM012617.18,,,228.5,,11,217,0.95,CNT,18,1736,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,,cortical tissue control,,,,,,,,15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170120_997_A01,P0S4_170120_997_A01,PSM012617.19,,,328.2,,11,317,0.97,CNT,18,2536,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,,internal control,,,,,,,,15:28,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,998,,P0S4_170120_998_A01,P0S4_170120_998_A01,PSM012617.20,,,307.8,,59,249,0.81,CNT,18,1992,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170120,P0,,aCSF (slice carousel) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170120_999_A01,P0S4_170120_999_A01,PSM012617.21,,,145.1,,74,72,0.49,CNT,18,576,cnt,,,,,,,,,,,,,,,,,#REF!,,x,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.03.01.01,?,,n,2nd Pipette,aCSF III,tdt+,10:28,10:42,0.833333333,V1,,38.9,Nos1-CreERT2;Ai14-294353.03.01,4,,,most medial,80,,,,,1,Fluorescence in Pipette,2.266666667,,11.65,,20,7.8,-78,14,,170120,IVSCC,0,0.5,1,EPhys_170123_02_A01_M,P1S4_170123_001_A01,P1S4_170123_001_A01,PSM012617.22,,,57,,13,44,0.78,fail,18,352,fail,,,,,,,,,EPhys_170123_02_A01_M,BIOCYTIN_170131_02_A01,,,,,,qc,#REF!,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.03.01.02,x,,n,2nd Pipette,aCSF III,tdt+,10:28,11:01,1.066666667,V1,,51.5,Nos1-CreERT2;Ai14-294353.03.01,4,,,more lateral,82,,Outside-Out,,,1,Fluorescence in Pipette,2.366666667,,11.48333333,,10,5.7,-54,21,,170120,IVSCC,0,0.5,2,,P1S4_170123_002_A01,P1S4_170123_002_A01,PSM012617.23,,,114,,33,81,0.71,fail,18,648,fail,,,,,,,,,EPhys_170123_02_A01_M,BIOCYTIN_170131_02_A01,,,,,,qc,#REF!,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.03.01.03,x,,n,2nd Pipette,aCSF III,tdt+,10:28,11:35,0.866666667,V1,,50.1,Nos1-CreERT2;Ai14-294353.03.01,3,,,most lateral,83,,Outside-Out,,,1,,2.3,,12.5,,110,5.5,-71,26,,170120,IVSCC,0,0.5,3,,P1S4_170123_003_A01,P1S4_170123_003_A01,PSM012617.24,,,89.1,,25,64,0.72,fail,18,512,fail,,,,,,,,,EPhys_170123_02_A01_M,BIOCYTIN_170131_02_A01,,,,,,qc,#REF!,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.01,x,,y,2nd Pipette,aCSF III,tdt+,13:16,13:24,1.25,V1,,72.7,Nos1-CreERT2;Ai14-294353.05.01,4,,,most medial,82,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.366666667,,12.23333333,,10,5.5,-53,17,,170120,IVSCC,0,0.5,4,EPhys_170123_02_A06_M,P1S4_170123_004_A01,P1S4_170123_004_A01,PSM012617.25,,,83.7,,24,60,0.71,fail,18,480,fail,,,,,,,,,EPhys_170123_02_A06_M,BIOCYTIN_170131_02_A06,,,,,,qc,#REF!,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.02,x,,n,2nd Pipette,aCSF III,tdt+,13:16,14:01,1.066666667,V1,,,Nos1-CreERT2;Ai14-294353.05.01,4,,,more lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.433333333,,13.43333333,,60,4.8,-68,13,,170120,IVSCC,0,0.5,5,,P1S4_170123_005_A01,P1S4_170123_005_A01,PSM012617.26,,,128.3,,48,80,0.62,fail,18,640,fail,,,,,,,,,EPhys_170123_02_A06_M,BIOCYTIN_170131_02_A06,,,,,,qc,#REF!,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.03,x,,n,2nd Pipette,aCSF III,tdt+,13:16,14:43,1.283333333,V1,,82.3,Nos1-CreERT2;Ai14-294353.05.01,3,,,more lateral,80,,Outside-Out,,,1,Fluorescence in Pipette,2.266666667,,12.35,,40,6.2,-41,13,,170120,IVSCC,0,0.5,6,,P1S4_170123_006_A01,P1S4_170123_006_A01,PSM012617.27,,,169,,90,79,0.47,fail,18,632,fail,,,,,,,,,EPhys_170123_02_A06_M,BIOCYTIN_170131_02_A06,,,,,,qc,#REF!,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.04,?,,q,2nd Pipette,aCSF III,tdt+,13:16,15:10,1.2,V1,,83.4,Nos1-CreERT2;Ai14-294353.05.01,2,,,most lateral,81,,Outside-Out,,,1,,2.416666667,,11.76666667,,,5.7,-48,29,,170120,IVSCC,0,0.5,7,,P1S4_170123_007_A01,P1S4_170123_007_A01,PSM012617.28,,,149.7,,70,79,0.53,fail,18,632,fail,,,,,,,,,EPhys_170123_02_A06_M,BIOCYTIN_170131_02_A06,,,,,,qc,#REF!,,,,
170123,P0,5,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,8,NA,P0S4_170123_008_A01,P0S4_170123_008_A01,PSM012617.29,,,784,,256,528,0.67,CNT,18,4224,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,5,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,P0S4_170123_009_A01,P0S4_170123_009_A01,PSM012617.30,,,46.7,,10,37,0.79,CNT,18,296,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.03.02.01,?,,n,2nd Pipette,aCSF III,tdt+,10:43,11:23,1.36666667,V1,,51.5,Nos1-CreERT2;Ai14-294353.03.02,3,,,most medial,-80,,Outside-Out,,,1,Fluorescence in Pipette,2.1,,12.6333333,,90,5.3,-65,17,,170120,IVSCC,0,0.5,51,EPhys_170123_02_A03_M,P2S4_170123_051_A01,P2S4_170123_051_A01,PSM012617.31,,,70.6,,18,52,0.74,fail,18,416,fail,,,,,,,,,EPhys_170123_02_A03_M,BIOCYTIN_170131_02_A03,,,,,,qc,#REF!,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.04.02.01,x,,n,2nd Pipette,aCSF III,tdt+,12:14,12:33,1.51666667,V1,,56.9,Nos1-CreERT2;Ai14-294353.04.02,3,,,most medial,-100,,Outside-Out,,,1,Fluorescence in Pipette,2.26666667,,12.9,,160,5.6,-76,19.5,,170120,IVSCC,0,0.5,52,EPhys_170123_02_A04_M,P2S4_170123_052_A01,P2S4_170123_052_A01,PSM012617.32,,,251.9,,149,103,0.41,fail,18,824,fail,,,,,,,,,EPhys_170123_02_A04_M,BIOCYTIN_170131_02_A04,,,,,,qc,#REF!,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.04.02.02,x,,n,2nd Pipette,aCSF III,tdt+,12:14,13:08,1.13333333,V1,,46.5,Nos1-CreERT2;Ai14-294353.04.02,4,,,lateral to first cell,-120,,Outside-Out,,,1,Fluorescence in Pipette,2.13333333,,12.1666667,,110,4.8,-80,12,,170120,IVSCC,0,0.5,53,,P2S4_170123_053_A01,P2S4_170123_053_A01,PSM012617.33,,,123,,20,103,0.84,fail,18,824,fail,,,,,,,,,EPhys_170123_02_A04_M,BIOCYTIN_170131_02_A04,,,,,,qc,#REF!,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.04.02.03,x,x,n,2nd Pipette,aCSF III,tdt+,12:14,13:43,4.8,V1,,85.4,Nos1-CreERT2;Ai14-294353.04.02,3,,,more lateral,-80,,Partial-Nucleus,,,1,Cell Dimmed,2.2,,11.5333333,,20,4.3,-57,10.5,,170120,IVSCC,0,0.5,54,,P2S4_170123_054_A01,P2S4_170123_054_A01,PSM012617.34,,,183.4,,45,138,0.75,salvage,18,1104,pass,,,,,,,,,EPhys_170123_02_A04_M,BIOCYTIN_170131_02_A04,,,,,,qc,#REF!,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.05.02.01,x,,n,2nd Pipette,aCSF III,tdt+,14:50,15:05,2.1,V1,,42.2,Nos1-CreERT2;Ai14-294353.05.02,4,,,most medial,-100,,Outside-Out,,,1,Fluorescence in Pipette,2.08333333,,12.4833333,,140,5.7,-73,18,,170120,IVSCC,0,0.5,55,EPhys_170123_02_B01_M,P2S4_170123_055_A01,P2S4_170123_055_A01,PSM012617.35,,,142.9,,72,71,0.49,fail,18,568,fail,,,,,,,,,EPhys_170123_02_B01_M,BIOCYTIN_170131_02_B01,,,,,,qc,#REF!,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.05.02.02,x,,y,2nd Pipette,aCSF III,tdt+,14:50,15:37,1.4,V1,,58.9,Nos1-CreERT2;Ai14-294353.05.02,4,,,lateral to first cell,-120,,Nucleated,,,1,"Fluorescence in Pipette,Cell Dimmed",2.33333333,,13.2666667,,110,5.4,-62,16,,170120,IVSCC,0,0.5,56,,P2S4_170123_056_A01,P2S4_170123_056_A01,PSM012617.36,,,106.8,,34,73,0.68,fail,18,584,fail,,,,,,,,,EPhys_170123_02_B01_M,BIOCYTIN_170131_02_B01,,,,,,qc,#REF!,,,,
170123,P0,7,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,59,NA,P0S4_170123_059_A01,P0S4_170123_059_A01,PSM012617.37,,,160.1,,80,80,0.5,CNT,18,640,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,7,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,P0S4_170123_060_A01,P0S4_170123_060_A01,PSM012617.38,,,44.6,,7,38,0.85,CNT,18,304,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.02.01.01,x,,z,Other,,tdt+,10:26,10:52,1.08333333,V1,,62.9,Nos1-CreERT2;Ai14-294353.02.01,3,,,between 1st and 2nd slice,-85,,Outside-Out,,,1,Fluorescence in Pipette,2.53333333,,11.5666667,,60,4.3,-78,5,Training/Practice,170120,IVSCC,0,0.5,251,EPhys_170123_02_A02_M,P6S4_170123_251_A01,P6S4_170123_251_A01,PSM012617.39,,,50.3,,17,33,0.65,fail,18,264,fail,,,,,,,,,EPhys_170123_02_A02_M,BIOCYTIN_170131_02_A02,,,,,,qc,#REF!,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.02.01.02,x,,z,Other,,tdt+,10:26,11:16,0.51666667,V1,,30.5,Nos1-CreERT2;Ai14-294353.02.01,3,,,right of 2nd string,-85,,Nucleated,,,1,Fluorescence in Pipette,2.18333333,,9.73333333,,130,5.4,-76,11.2,Training/Practice,170120,IVSCC,0,0.5,252,,P6S4_170123_252_A01,P6S4_170123_252_A01,PSM012617.40,,,184.8,,86,99,0.54,fail,18,792,fail,,,,,,,,,EPhys_170123_02_A02_M,BIOCYTIN_170131_02_A02,,,,,,qc,#REF!,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.04.01.01,x,,n,Other,,tdt+,13:01,13:09,0.98333333,V1,,34,Nos1-CreERT2;Ai14-294353.04.01,4,,,L2/3 right of 1st harp string,-90,,Nucleated,,,1,Fluorescence in Pipette,2.01666667,,9.66666667,,90,5.2,-70,11,Training/Practice,170120,IVSCC,0,0.5,253,EPhys_170123_02_A05_M,P6S4_170123_253_A01,P6S4_170123_253_A01,PSM012617.41,,,80.8,,22,59,0.73,fail,18,472,fail,,,,,,,,,EPhys_170123_02_A05_M,BIOCYTIN_170131_02_A05,,,,,,qc,#REF!,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.04.01.02,x,,n,Other,,tdt+,13:01,14:00,1.93333333,V1,,,Nos1-CreERT2;Ai14-294353.04.01,2,,,right of 2nd harp string,-80,,No-Seal,,,1,Fluorescence in Pipette,2.55,,6.85,,230,4,-62,18.5,"Cell Depolarized,Training/Practice",170120,IVSCC,0,0.5,254,,P6S4_170123_254_A01,P6S4_170123_254_A01,PSM012617.42,,,32.3,,2,31,0.95,fail,18,248,fail,,,,,,,,,EPhys_170123_02_A05_M,BIOCYTIN_170131_02_A05,,,,,,qc,#REF!,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.04.01.03,?,,n,Other,,tdt+,13:01,14:20,1.03333333,V1,,45,Nos1-CreERT2;Ai14-294353.04.01,2,,,left of 3rd string L5,-80,,No-Seal,,,1,Fluorescence in Pipette,2.7,,7.2,,,5,-60,13,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Training/Practice",170120,IVSCC,0,0.5,255,,P6S4_170123_255_A01,P6S4_170123_255_A01,PSM012617.43,,,89.5,,32,57,0.64,fail,18,456,fail,,,,,,,,,EPhys_170123_02_A05_M,BIOCYTIN_170131_02_A05,,,,,,qc,#REF!,,,,
170123,P0,6,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,256,NA,P0S4_170123_256_A01,P0S4_170123_256_A01,PSM012617.44,,,37.5,,2,36,0.95,CNT,18,288,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,6,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,P0S4_170123_257_A01,P0S4_170123_257_A01,PSM012617.45,,,42.2,,7,35,0.83,CNT,18,280,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,,blank control,,,,,,,,16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,,P0S4_170123_995_A01,P0S4_170123_995_A01,PSM012617.46,,,29,,0,29,0.99,CNT,18,232,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,,cortical tissue control,,,,,,,,10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170123_996_A01,P0S4_170123_996_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,,cortical tissue control,,,,,,,,16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170123_997_A01,P0S4_170123_997_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,,internal control,,,,,,,,16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,998,,P0S4_170123_998_A01,P0S4_170123_998_A01,PSM012617.47,,,80.1,,15,65,0.82,CNT,18,520,cnt,,,,,,,,,,,,,,,,,#REF!,,,,
170123,P0,,aCSF (slice carousel) control,,,,,,,,16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170123_999_A01,P0S4_170123_999_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,#REF!,,,,
170124,P1,5,Rorb-IRES2-Cre;Ai14-294983.04.01.01,x,,n,2nd Pipette,aCSF III,tdt+,12:19,12:29,0.633333333,V2,,45.3,Rorb-IRES2-Cre;Ai14-294983.04.01,4,,,most medial,80,,Outside-Out,,,1,Cell Dimmed,2.283333333,,11.81666667,,40,3.5,-71,7,,170123,IVSCC,0,0.5,1,EPhys_170123_02_B02_M,P1S4_170124_001_A01,P1S4_170124_001_A01,PSM013017.06,,,140,,49,91,0.65,fail,18,728,fail,,,,,,,,,EPhys_170123_02_B02_M,BIOCYTIN_170131_02_B02,,,,,,qc,#REF!,,,,
