project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at
mIVSCC-MET,656440106,http://lims2/specimens?id=656440106,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_351_A01,656440009,1/3/2018 23:25,1.913967488,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656449594,http://lims2/specimens?id=656449594,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_352_A01,656449579,1/3/2018 23:51,2.400468992,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650172921,http://lims2/specimens?id=650172921,Ndnf-IRES2-dgCre;Ai14-361705.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.04.01,EPhys_171127_01_B05_M,BIOCYTIN_171205_01_B05,539045492,P2S4_171128_053_A01,650172449,11/28/2017 22:55,2.218770176,V1 Coronal 107,auto_failed,A8S4_171201_09,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,dendrite type - NA,apical - NA,,,,652951300,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652951300,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650176200,http://lims2/specimens?id=650176200,Ndnf-IRES2-dgCre;Ai14-361705.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.04.01,EPhys_171127_01_B05_M,BIOCYTIN_171205_01_B05,539045492,P2S4_171128_054_A01,650176181,11/28/2017 23:32,3.752141568,V1 Coronal 107,auto_failed,A8S4_171201_09,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,dendrite type - NA,apical - NA,,,,652951300,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652951300,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650179306,http://lims2/specimens?id=650179306,Ndnf-IRES2-dgCre;Ai14-361705.04.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.04.01,EPhys_171127_01_B05_M,BIOCYTIN_171205_01_B05,539045492,P2S4_171128_055_A01,650179147,11/29/2017 0:15,3.441822208,V1 Coronal 107,auto_failed,A8S4_171201_09,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652951300,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652951300,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650156059,http://lims2/specimens?id=650156059,Ndnf-IRES2-dgCre;Ai14-361705.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.04.02,EPhys_171127_01_A05_M,BIOCYTIN_171205_01_A05,539045142,P8S4_171128_355_A01,650156030,11/28/2017 21:29,1.264460416,V1 Coronal 107,auto_failed,A8S4_171201_09,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950671,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950671,,63x go,63x imaging started,668048612,image_qc_passed,http://lims2/focal_plane_image_series?id=668048612,,,,,,,,,,,,,,
mIVSCC-MET,650158189,http://lims2/specimens?id=650158189,Ndnf-IRES2-dgCre;Ai14-361705.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.04.02,EPhys_171127_01_A05_M,BIOCYTIN_171205_01_A05,539045142,P8S4_171128_356_A01,650158174,11/28/2017 22:04,2.240670208,V1 Coronal 107,auto_failed,A8S4_171205_06,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950671,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950671,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650161070,http://lims2/specimens?id=650161070,Ndnf-IRES2-dgCre;Ai14-361705.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.05.01,EPhys_171127_01_B02_M,BIOCYTIN_171205_01_B02,539043026,P9S4_171128_406_A01,650161055,11/28/2017 22:49,1.506756096,V1 Coronal 107,auto_failed,A8S4_171205_06,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950819,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950819,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650161028,http://lims2/specimens?id=650161028,Ndnf-IRES2-dgCre;Ai14-361705.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.05.02,EPhys_171127_01_B03_M,BIOCYTIN_171205_01_B03,539042842,P8S4_171128_357_A01,650161013,11/28/2017 22:45,1.1145632,V1 Coronal 107,auto_failed,A8S4_171205_06,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950923,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950923,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650173862,http://lims2/specimens?id=650173862,Ndnf-IRES2-dgCre;Ai14-361705.05.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361705.05.02,EPhys_171127_01_B03_M,BIOCYTIN_171205_01_B03,539042842,P8S4_171128_358_A01,650173847,11/28/2017 23:18,2.397299456,V1 Coronal 107,auto_failed,A8S4_171205_06,passed,,361705,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950923,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950923,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650158992,http://lims2/specimens?id=650158992,Ndnf-IRES2-dgCre;Ai14-361706.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361706.04.02,EPhys_171127_01_B01_M,BIOCYTIN_171205_01_B01,539045249,P2S4_171128_052_A01,650158979,11/28/2017 22:08,2.55792,V1 Coronal 107,auto_failed,A8S4_171201_09,passed,,361706,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950739,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950739,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650131308,http://lims2/specimens?id=650131308,Ndnf-IRES2-dgCre;Ai14-361706.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361706.05.01,EPhys_171127_01_A02_M,BIOCYTIN_171205_01_A02,539045694,P9S4_171128_401_A01,650131293,11/28/2017 18:53,-0.868452032,V1 Coronal 107,auto_failed,A8S4_171205_06,failed,,361706,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950602,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950602,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,650132917,http://lims2/specimens?id=650132917,Ndnf-IRES2-dgCre;Ai14-361706.05.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361706.05.01,EPhys_171127_01_A02_M,BIOCYTIN_171205_01_A02,539045694,P9S4_171128_402_A01,650132902,11/28/2017 19:15,2.221477888,V1 Coronal 107,auto_failed,A8S4_171205_06,passed,,361706,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950602,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950602,,63x go,63x imaging started,668125827,deferred,http://lims2/focal_plane_image_series?id=668125827,,,,,,,,,,,,,,
mIVSCC-MET,650142686,http://lims2/specimens?id=650142686,Ndnf-IRES2-dgCre;Ai14-361706.05.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-361706.05.01,EPhys_171127_01_A02_M,BIOCYTIN_171205_01_A02,539045694,P9S4_171128_403_A01,650142670,11/28/2017 19:29,1.426055424,V1 Coronal 107,auto_failed,,,,361706,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,652950602,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=652950602,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653031656,http://lims2/specimens?id=653031656,Ndnf-IRES2-dgCre;Ai14-363967.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363967.04.01,Ephys_171211_01_D04_M,BIOCYTIN_171219_07_D04,500366078,P2S4_171212_052_A01,653031641,12/12/2017 21:08,2.564735488,V1 Coronal 107,auto_failed,A8S4_171218_07,passed,,363967,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656877293,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656877293,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653031614,http://lims2/specimens?id=653031614,Ndnf-IRES2-dgCre;Ai14-363967.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363967.05.02,EPhys_171211_01_D05_M,BIOCYTIN_171219_07_D05,539045422,PAS4_171212_451_A01,653031599,12/12/2017 21:10,1.011314112,V1 Coronal 107,auto_failed,A8S4_171219_07,passed,,363967,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656877318,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656877318,check slide,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652810157,http://lims2/specimens?id=652810157,Ndnf-IRES2-dgCre;Ai14-363968.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363968.04.01,EPhys_171204_03_C01_M,BIOCYTIN_171219_03_C01,500366049,P9S4_171208_406_A01,652810136,12/8/2017 22:19,1.538515712,V1 Coronal 107,auto_failed,A8S4_171215_06,passed,,363968,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864758,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864758,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652811224,http://lims2/specimens?id=652811224,Ndnf-IRES2-dgCre;Ai14-363968.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363968.04.01,EPhys_171204_03_C01_M,BIOCYTIN_171219_03_C01,500366049,P9S4_171208_407_A01,652811206,12/8/2017 22:52,1.49852864,V1 Coronal 107,auto_failed,A8S4_171215_06,passed,,363968,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864758,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864758,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652812484,http://lims2/specimens?id=652812484,Ndnf-IRES2-dgCre;Ai14-363968.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363968.05.01,EPhys_171204_03_C03_M,BIOCYTIN_171219_03_C03,500367364,P9S4_171208_408_A01,652812454,12/8/2017 23:24,2.138052608,V1 Coronal 107,auto_failed,A8S4_171215_06,passed,,363968,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864856,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864856,,63x go,63x imaging started,668544184,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=668544184,,,,,,,,,,,,,,
mIVSCC-MET,652815434,http://lims2/specimens?id=652815434,Ndnf-IRES2-dgCre;Ai14-363968.05.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363968.05.01,EPhys_171204_03_C03_M,BIOCYTIN_171219_03_C03,500367364,P9S4_171208_409_A01,652815418,12/8/2017 23:48,1.369421952,V1 Coronal 107,auto_failed,A8S4_171215_06,failed,,363968,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864856,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864856,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653202459,http://lims2/specimens?id=653202459,Ndnf-IRES2-dgCre;Ai14-363969.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.03.01,EPhys_171211_03_B02_M,BIOCYTIN_171219_09_B02,400162789,P9S4_171215_401_A01,653202444,,,V1 Coronal 90,qc,A8S4_171219_07,failed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,not applicable,VISp,,,,,,,656864623,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864623,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653203361,http://lims2/specimens?id=653203361,Ndnf-IRES2-dgCre;Ai14-363969.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.03.01,EPhys_171211_03_B02_M,BIOCYTIN_171219_09_B02,400162789,P9S4_171215_402_A01,653203346,12/15/2017 21:24,1.664877952,V1 Coronal 90,auto_failed,A8S4_171219_07,passed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864623,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864623,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653232374,http://lims2/specimens?id=653232374,Ndnf-IRES2-dgCre;Ai14-363969.03.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.03.01,EPhys_171211_03_B02_M,BIOCYTIN_171219_09_B02,400162789,P9S4_171215_403_A01,653232180,12/15/2017 21:47,1.371404032,V1 Coronal 90,auto_failed,A8S4_171219_07,passed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864623,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864623,,63x go,63x imaging started,668675904,deferred,http://lims2/focal_plane_image_series?id=668675904,,,,,,,,,,,,,,
mIVSCC-MET,653203636,http://lims2/specimens?id=653203636,Ndnf-IRES2-dgCre;Ai14-363969.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.03.02,EPhys_171211_03_B01_M,BIOCYTIN_171219_09_B01,400162973,P8S4_171215_355_A01,653203621,12/15/2017 21:27,3.391611136,V1 Coronal 90,auto_failed,A8S4_171219_07,failed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656864600,processing,,,,http://lims2/focal_plane_image_series?id=656864600,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653199987,http://lims2/specimens?id=653199987,Ndnf-IRES2-dgCre;Ai14-363969.04.02.01,Cell,,not checked,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.04.02,Ephys_171211_03_B03_M,BIOCYTIN_171219_09_B03,400162605,PBS4_171215_505_A01,653199958,12/15/2017 20:56,2.472574464,V1 Coronal 90,auto_failed,A8S4_171222_01,passed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,,,,,,,,656864663,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864663,check slide,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653203017,http://lims2/specimens?id=653203017,Ndnf-IRES2-dgCre;Ai14-363969.04.02.02,Cell,,not checked,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.04.02,Ephys_171211_03_B03_M,BIOCYTIN_171219_09_B03,400162605,PBS4_171215_506_A01,653203002,12/15/2017 21:24,1.179931648,V1 Coronal 90,auto_failed,A8S4_171222_01,passed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,,,,,,,,656864663,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864663,,63x go,63x imaging started,664922308,qc,http://lims2/focal_plane_image_series?id=664922308,,,,,,,,,,,,,,
mIVSCC-MET,653274251,http://lims2/specimens?id=653274251,Ndnf-IRES2-dgCre;Ai14-363969.04.02.03,Cell,,not checked,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.04.02,Ephys_171211_03_B03_M,BIOCYTIN_171219_09_B03,400162605,PBS4_171215_507_A01,653274226,12/15/2017 21:40,1.280763648,V1 Coronal 90,auto_failed,A8S4_171222_01,passed,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,,,,,,,,656864663,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656864663,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,653326800,http://lims2/specimens?id=653326800,Ndnf-IRES2-dgCre;Ai14-363969.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363969.05.02,,,,,653326785,12/15/2017 23:17,1.207730432,V1 Coronal 90,auto_failed,,,,363969,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652956944,http://lims2/specimens?id=652956944,Ndnf-IRES2-dgCre;Ai14-363973.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.03.02,Ephys_171211_01_B06_M,BIOCYTIN_171219_07_B06,500366801,P2S4_171211_052_A01,652956917,12/11/2017 21:21,2.600591872,V1 Coronal 107,auto_failed,A8S4_171215_06,failed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656874532,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656874532,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652958618,http://lims2/specimens?id=652958618,Ndnf-IRES2-dgCre;Ai14-363973.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.03.02,Ephys_171211_01_B06_M,BIOCYTIN_171219_07_B06,500366801,P2S4_171211_053_A01,652958600,12/11/2017 21:55,3.524549888,V1 Coronal 107,auto_failed,A8S4_171215_06,passed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,dendrite type - NA,apical - NA,,,,656874532,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656874532,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652959132,http://lims2/specimens?id=652959132,Ndnf-IRES2-dgCre;Ai14-363973.03.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.03.02,Ephys_171211_01_B06_M,BIOCYTIN_171219_07_B06,500366801,P2S4_171211_054_A01,652959107,12/11/2017 22:28,2.279023616,V1 Coronal 107,auto_failed,A8S4_171215_06,passed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656874532,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656874532,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652953971,http://lims2/specimens?id=652953971,Ndnf-IRES2-dgCre;Ai14-363973.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.04.02,EPhys_171211_01_A06_M,BIOCYTIN_171219_07_A06,500366391,P8S4_171211_353_A01,652953956,12/11/2017 21:09,1.200832512,V1 Coronal 107,auto_failed,A8S4_171218_07,passed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,dendrite type - NA,apical - NA,,,,656868886,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656868886,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652956730,http://lims2/specimens?id=652956730,Ndnf-IRES2-dgCre;Ai14-363973.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.04.02,EPhys_171211_01_A06_M,BIOCYTIN_171219_07_A06,500366391,P8S4_171211_354_A01,652956715,12/11/2017 21:31,1.048259712,V1 Coronal 107,auto_failed,A8S4_171218_07,failed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656868886,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656868886,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652953931,http://lims2/specimens?id=652953931,Ndnf-IRES2-dgCre;Ai14-363973.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.05.01,EPhys_171211_01_A05_M,BIOCYTIN_171219_07_A05,500367905,P9S4_171211_403_A01,652953916,12/11/2017 21:05,1.530534784,V1 Coronal 107,auto_failed,A8S4_171218_07,passed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656867721,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656867721,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652956700,http://lims2/specimens?id=652956700,Ndnf-IRES2-dgCre;Ai14-363973.05.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.05.01,EPhys_171211_01_A05_M,BIOCYTIN_171219_07_A05,500367905,P9S4_171211_404_A01,652956671,12/11/2017 21:27,1.04267328,V1 Coronal 107,auto_failed,A8S4_171218_07,passed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,656867721,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656867721,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,652959904,http://lims2/specimens?id=652959904,Ndnf-IRES2-dgCre;Ai14-363973.05.02.01,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.05.02,Ephys_171211_01_C03_M,BIOCYTIN_171219_07_C03,500367916,PBS4_171211_505_A01,652959889,12/11/2017 23:01,1.070788992,V1 Coronal 107,auto_failed,A8S4_171218_07,passed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,VISp,,,,,,,656876830,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656876830,,63x go,63x imaging started,664948548,image_qc_passed,http://lims2/focal_plane_image_series?id=664948548,,,,,,,,,,,,,,
mIVSCC-MET,652960627,http://lims2/specimens?id=652960627,Ndnf-IRES2-dgCre;Ai14-363973.05.02.02,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-363973.05.02,Ephys_171211_01_C03_M,BIOCYTIN_171219_07_C03,500367916,PBS4_171211_506_A01,652960612,12/11/2017 23:31,1.503939072,V1 Coronal 107,auto_failed,A8S4_171218_07,failed,,363973,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,VISp,,,,,,,656876830,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656876830,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657514629,http://lims2/specimens?id=657514629,Ndnf-IRES2-dgCre;Ai14-368852.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-368852.05.01,EPhys_180115_02_B05_M,BIOCYTIN_180123_02_B05,500367406,PAS4_180117_451_A01,657514600,1/17/2018 19:42,3.35889536,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,368852,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,659953546,qc,,,,http://lims2/focal_plane_image_series?id=659953546,check slide,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657532988,http://lims2/specimens?id=657532988,Ndnf-IRES2-dgCre;Ai14-368853.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-368853.03.01,EPhys_180115_02_B06_M,BIOCYTIN_180123_02_B06,500367222,P9S4_180117_401_A01,657532766,1/17/2018 21:09,2.939710976,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,368853,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,dendrite type - aspiny,apical - NA,,,,659953565,qc,,,,http://lims2/focal_plane_image_series?id=659953565,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657600920,http://lims2/specimens?id=657600920,Ndnf-IRES2-dgCre;Ai14-368853.03.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-368853.03.02,Ephys_180115_02_C03_M,BIOCYTIN_180123_02_C03,500367054,PBS4_180117_501_A01,657600901,1/17/2018 22:56,3.345027584,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,368853,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,,VISp,,,,,,,659954176,qc,,,,http://lims2/focal_plane_image_series?id=659954176,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657585527,http://lims2/specimens?id=657585527,Ndnf-IRES2-dgCre;Ai14-368853.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BAi14-368853.04.01,EPhys_180115_02_C01_M,BIOCYTIN_180123_02_C01,500367038,P9S4_180117_402_A01,657585506,1/17/2018 21:58,1.193715712,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,368853,Ai14(RCL-tdT),Ndnf-IRES2-dgCre,cre reporter positive,VISp,,,,,,,659953585,qc,,,,http://lims2/focal_plane_image_series?id=659953585,,63x go,,,,,,,,,,,,,,,,,,
